BN,School_Year,Start_Date,Overall_Rating,Indicator_1.1,Indicator_1.2,Indicator_1.3,Indicator_1.4,Indicator_1.5,Indicator_1.6,Indicator_1.7,IndicatorOverall_1,Indicator_2.1,Indicator_2.2,Indicator_2.3,Indicator_2.4,Indicator_2.5,Indicator_2.6,Indicator_2.7,IndicatorOverall_2,Indicator_3.1,Indicator_3.2,Indicator_3.3,Indicator_3.4,Indicator_3.5,Indicator_3.6,Indicator_3.7,Indicator_3.8,IndicatorOverall_3,Indicator_4.1,Indicator_4.2,Indicator_4.3,Indicator_4.4,Indicator_4.5,Indicator_4.6,Indicator_4.7,IndicatorOverall_4,Indicator_5.1,Indicator_5.2,Indicator_5.3,Indicator_5.4,Indicator_5.5,Indicator_5.6,Indicator_5.7,IndicatorOverall_5
Q104,07/01/2006 12:00:00 AM,06/04/2007 12:00:00 AM,P,WD,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,No Data,No Data,No Data,P
Q281,07/01/2006 12:00:00 AM,06/04/2007 12:00:00 AM,P,P,U,U,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
Q580,07/01/2006 12:00:00 AM,06/04/2007 12:00:00 AM,DYO,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Q752,07/01/2006 12:00:00 AM,06/04/2007 12:00:00 AM,P,P,WD,WD,P,No Data,No Data,No Data,P,WD,WD,WD,WD,P,No Data,No Data,WD,WD,P,WD,P,WD,WD,P,P,P,P,P,P,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
X682,07/01/2006 12:00:00 AM,06/04/2007 12:00:00 AM,DYO,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
K412,07/01/2006 12:00:00 AM,06/05/2007 12:00:00 AM,P,P,U,U,P,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,WD,P,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
K449,07/01/2006 12:00:00 AM,06/05/2007 12:00:00 AM,P,P,U,P,U,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,P,P,P,P,WD,WD,P,P,P,P,P,P,WD,P,P,P,WD,P,P,P,No Data,No Data,No Data,P
K452,07/01/2006 12:00:00 AM,06/05/2007 12:00:00 AM,P,WD,P,P,P,No Data,No Data,No Data,P,U,U,P,U,P,No Data,No Data,U,P,P,P,P,P,P,P,WD,P,P,P,P,WD,WD,P,P,P,P,P,P,P,No Data,No Data,No Data,P
K492,07/01/2006 12:00:00 AM,06/05/2007 12:00:00 AM,P,P,U,P,P,No Data,No Data,No Data,P,P,WD,WD,WD,WD,No Data,No Data,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,P,P,P,P,No Data,No Data,No Data,P
K518,07/01/2006 12:00:00 AM,06/05/2007 12:00:00 AM,P,P,P,P,P,No Data,No Data,No Data,P,P,P,P,P,P,No Data,No Data,P,P,U,P,P,P,P,WD,WD,P,P,U,P,P,WD,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
M329,07/01/2006 12:00:00 AM,06/05/2007 12:00:00 AM,U,P,P,P,U,No Data,No Data,No Data,P,U,U,P,P,U,No Data,No Data,U,U,U,P,P,P,U,U,P,U,U,U,P,P,P,U,P,U,U,P,P,U,No Data,No Data,No Data,U
M348,07/01/2006 12:00:00 AM,06/05/2007 12:00:00 AM,P,P,U,P,P,No Data,No Data,No Data,P,WD,P,P,WD,WD,No Data,No Data,WD,P,P,P,P,P,WD,WD,WD,P,P,P,P,P,WD,WD,P,P,P,P,P,P,No Data,No Data,No Data,P
M469,07/01/2006 12:00:00 AM,06/05/2007 12:00:00 AM,P,P,P,P,P,No Data,No Data,No Data,P,U,U,P,U,P,No Data,No Data,U,P,U,P,P,P,U,P,P,P,P,P,P,U,WD,P,P,P,U,P,P,P,No Data,No Data,No Data,P
M497,07/01/2006 12:00:00 AM,06/05/2007 12:00:00 AM,DYO,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
M570,07/01/2006 12:00:00 AM,06/05/2007 12:00:00 AM,DYO,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
Q150,07/01/2006 12:00:00 AM,06/05/2007 12:00:00 AM,P,P,WD,WD,WD,No Data,No Data,No Data,WD,P,P,WD,WD,WD,No Data,No Data,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,WD,P,No Data,No Data,No Data,P
M407,07/01/2006 12:00:00 AM,06/06/2007 12:00:00 AM,DYO,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
X265,07/01/2006 12:00:00 AM,06/06/2007 12:00:00 AM,DYO,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
K245,07/01/2006 12:00:00 AM,06/08/2007 12:00:00 AM,P,P,P,U,U,No Data,No Data,No Data,P,P,P,WD,P,P,No Data,No Data,P,P,U,WD,WD,P,P,P,P,P,P,P,P,P,WD,P,P,P,P,U,U,U,No Data,No Data,No Data,U
Q535,07/01/2006 12:00:00 AM,06/11/2007 12:00:00 AM,P,WD,P,P,P,No Data,No Data,No Data,P,P,P,WD,WD,P,No Data,No Data,P,P,P,P,P,WD,WD,WD,P,P,P,U,U,U,P,WD,WD,P,P,P,P,P,No Data,No Data,No Data,P
K061,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,O,WD,No Data,WD,P,P,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD
K101,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,WD,WD,P,P,UPF,P,P,P,P,WD,WD,WD,WD,P,WD,P,WD,WD,O,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,O,WD,WD,WD,WD,P,WD,WD,P,WD,WD,O,WD
K222,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,WD,O,O,WD,WD,WD,WD,O,WD,O,WD,O,WD,WD,WD,WD,WD,O,WD,WD,WD,O,O,WD,No Data,WD,O,O,O,O,O,WD,WD,O,WD,WD,O,WD,WD,WD,O,WD
K246,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,P,P,P,P,UPF,UPF,P,P,P,P,P,P,UPF,P,P,UPF,P,P,P,P,UPF,P,WD,UPF,No Data,P,P,P,P,P,P,WD,P,P,UPF,UPF,P,P,P,P,P,P
K315,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,O,WD,WD,WD,WD,O,No Data,WD,WD,WD,WD,WD,WD,WD,O,WD,P,P,P,WD,P,P,P,P
K326,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,WD,O,O,O,WD,O,O,WD,O,O,O,O,O,O,WD,WD,O,O,WD,WD,O,WD,O,WD,No Data,WD,WD,P,O,O,O,WD,WD,WD,WD,P,WD,O,O,WD,WD,WD
Q018,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,P,P,P,P,P,P,P,P,P,P,WD,WD,P,P,P,P,P,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,P,P,WD,P,WD,P,P,P,P,P,P,P,P,P,P
Q067,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD
Q159,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,WD,O,O,O,O,WD,WD,O,O,O,WD,O,O,O,WD,WD,WD,WD,WD,WD,O,WD,O,WD,No Data,WD,O,WD,O,O,O,O,WD,O,WD,WD,O,O,WD,WD,O,WD
Q166,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
Q188,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,P,P,P,P,UPF,P,P,P,P,UPF,P,P,P,WD,WD,P,P,P,WD,WD,P,WD,WD,WD,No Data,WD,WD,P,WD,WD,P,WD,WD,WD,UPF,P,P,P,P,P,WD,P
Q266,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,P,WD,WD,P,UPF,P,P,P,P,P,P,P,WD,WD,P,P,P,WD,WD,WD,P,WD,WD,WD,No Data,WD,P,WD,P,P,WD,O,WD,P,P,UPF,P,P,WD,P,P,P
Q450,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,O,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,O,O,WD,WD,P,P,P,P,WD,P,P,P
R006,08/01/2007 12:00:00 AM,09/24/2007 12:00:00 AM,WD,O,O,O,O,O,O,WD,O,O,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,O,O,O,WD,No Data,WD,O,O,O,O,O,O,O,O,WD,O,WD,WD,O,O,O,WD
K115,08/01/2007 12:00:00 AM,09/25/2007 12:00:00 AM,WD,O,O,O,P,WD,WD,WD,WD,WD,O,O,WD,O,WD,WD,WD,O,O,O,O,O,O,WD,No Data,O,O,O,O,O,O,WD,WD,O,P,WD,O,WD,WD,P,O,WD
K109,08/01/2007 12:00:00 AM,09/26/2007 12:00:00 AM,WD,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,O,WD,WD,No Data,WD,WD,WD,WD,O,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K198,08/01/2007 12:00:00 AM,09/26/2007 12:00:00 AM,P,P,UPF,P,UPF,P,P,UPF,P,P,P,P,P,P,P,P,P,UPF,UPF,P,UPF,P,WD,P,No Data,P,P,P,P,P,P,P,P,P,UPF,UPF,P,UPF,P,UPF,P,UPF
K236,08/01/2007 12:00:00 AM,09/26/2007 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,O,WD,WD,WD,WD,O,O,WD,O,O,O,No Data,O,WD,P,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K254,08/01/2007 12:00:00 AM,09/26/2007 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,O,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,O,WD,P,WD,O,WD,No Data,WD,WD,WD,O,O,O,O,WD,WD,WD,WD,WD,P,O,WD,WD,WD
K269,08/01/2007 12:00:00 AM,09/26/2007 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,O,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,P,P,WD,P
K312,08/01/2007 12:00:00 AM,09/26/2007 12:00:00 AM,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,O,WD,P,WD,WD,O,WD,WD,WD,O,WD,No Data,WD,WD,WD,WD,WD,WD,WD,O,WD,P,WD,WD,WD,WD,WD,WD,WD
Q024,08/01/2007 12:00:00 AM,09/26/2007 12:00:00 AM,P,P,P,P,UPF,P,P,UPF,P,UPF,P,WD,P,WD,WD,WD,P,WD,WD,WD,P,P,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,UPF,UPF,P,P
K251,08/01/2007 12:00:00 AM,09/27/2007 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,O,WD,P,P,WD,WD,P,P,P,P,WD,WD,WD,P,WD,P,WD,No Data,WD,WD,O,O,O,O,O,WD,O,WD,P,WD,P,WD,WD,WD,WD
Q049,08/01/2007 12:00:00 AM,09/27/2007 12:00:00 AM,WD,P,WD,WD,UPF,P,WD,WD,P,WD,WD,WD,WD,O,P,P,WD,O,O,O,O,O,O,O,No Data,O,O,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K114,08/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,UPF,UPF,UPF,UPF,UPF,UPF,P,UPF,UPF,UPF,P,P,UPF,UPF,UPF,UPF,UPF,P,P,UPF,UPF,P,P,P,No Data,P,UPF,UPF,UPF,UPF,P,UPF,P,UPF,UPF,UPF,UPF,UPF,UPF,UPF,P,UPF
K207,08/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,WD,O,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K278,08/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,WD,WD,O,O,P,WD,P,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,O,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K285,08/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
Q022,08/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,P,P,P,UPF,UPF,P,WD,P,P,WD,WD,WD,WD,WD,WD,P,WD,P,WD,P,P,WD,WD,WD,No Data,P,WD,P,P,P,WD,WD,P,P,P,P,P,P,P,P,P,P
Q094,08/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,P,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,P,P,P,P,WD,WD,WD,P,P,P,P,P,P,P,WD,P
Q120,08/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,P,WD,WD,WD,UPF,P,P,P,P,P,P,WD,P,P,P,P,P,P,WD,P,P,WD,WD,WD,No Data,P,WD,WD,WD,P,P,WD,WD,WD,UPF,P,P,P,P,P,P,P
Q133,08/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,WD,WD,WD,WD,P,WD,P,O,WD,WD,O,O,WD,O,O,WD,WD,O,WD,O,O,WD,O,O,No Data,O,O,O,O,O,WD,O,WD,O,P,WD,WD,WD,WD,WD,O,WD
Q158,08/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,P,P,P,P,UPF,P,P,P,P,P,P,WD,UPF,WD,WD,WD,P,P,WD,WD,P,P,O,WD,No Data,P,WD,P,WD,O,WD,WD,WD,WD,UPF,P,UPF,P,P,P,WD,P
Q415,08/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,WD,P,WD,WD,WD,P,WD,P,P,WD,P,O,WD,WD,P,WD,WD,WD,O,WD,P,WD,WD,WD,No Data,WD,WD,P,WD,WD,O,WD,O,WD,WD,P,WD,WD,WD,P,WD,WD
K119,08/01/2007 12:00:00 AM,10/02/2007 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,O,WD,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD
K134,08/01/2007 12:00:00 AM,10/02/2007 12:00:00 AM,WD,WD,WD,WD,O,WD,O,WD,WD,WD,WD,O,O,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K600,08/01/2007 12:00:00 AM,10/02/2007 12:00:00 AM,P,WD,WD,WD,P,P,WD,P,P,WD,WD,P,WD,O,P,WD,WD,WD,O,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,P,WD,O,WD,P,P,WD,WD,WD,P,WD,P
Q098,08/01/2007 12:00:00 AM,10/02/2007 12:00:00 AM,WD,P,P,P,UPF,WD,P,P,P,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
Q237,08/01/2007 12:00:00 AM,10/02/2007 12:00:00 AM,P,P,P,P,UPF,UPF,P,P,P,UPF,P,WD,P,P,WD,P,P,P,WD,P,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,P,WD,UPF,UPF,P,UPF,UPF,UPF,WD,UPF
Q440,08/01/2007 12:00:00 AM,10/02/2007 12:00:00 AM,P,P,WD,P,UPF,WD,P,P,P,UPF,WD,WD,UPF,WD,WD,P,P,P,WD,P,UPF,P,WD,P,No Data,P,P,UPF,P,WD,P,WD,WD,P,U,U,P,UPF,P,UPF,WD,UPF
K195,08/01/2007 12:00:00 AM,10/03/2007 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD
K277,08/01/2007 12:00:00 AM,10/03/2007 12:00:00 AM,WD,O,WD,WD,O,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,O,O,O,O,O,WD,No Data,O,O,WD,O,WD,WD,WD,WD,WD,O,O,WD,WD,WD,O,O,WD
K361,08/01/2007 12:00:00 AM,10/03/2007 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,P,WD,P
Q021,08/01/2007 12:00:00 AM,10/03/2007 12:00:00 AM,WD,O,WD,WD,WD,WD,P,WD,WD,O,WD,WD,O,O,WD,WD,WD,WD,WD,WD,WD,O,O,WD,No Data,WD,O,O,WD,O,WD,O,O,O,WD,WD,WD,WD,WD,WD,O,WD
Q032,08/01/2007 12:00:00 AM,10/03/2007 12:00:00 AM,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,O,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
Q079,08/01/2007 12:00:00 AM,10/03/2007 12:00:00 AM,WD,O,O,O,WD,WD,WD,WD,WD,WD,O,O,O,O,WD,WD,WD,O,O,O,O,O,O,O,No Data,O,WD,WD,O,WD,O,O,WD,WD,WD,WD,O,O,O,O,O,O
Q115,08/01/2007 12:00:00 AM,10/03/2007 12:00:00 AM,P,WD,P,P,P,P,UPF,P,P,P,WD,WD,P,P,WD,P,P,WD,WD,P,P,WD,WD,WD,No Data,WD,P,WD,WD,WD,WD,WD,P,WD,P,P,P,P,P,P,P,P
Q205,08/01/2007 12:00:00 AM,10/03/2007 12:00:00 AM,WD,O,WD,WD,WD,O,O,O,WD,WD,O,O,O,O,WD,WD,WD,O,O,O,WD,O,O,O,No Data,O,O,O,O,O,O,O,O,O,P,WD,WD,WD,WD,WD,O,WD
Q498,08/01/2007 12:00:00 AM,10/03/2007 12:00:00 AM,P,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,P,WD,P,P,P,WD,WD,P,P,WD,WD,WD,No Data,WD,P,P,P,P,WD,WD,P,P,P,P,P,P,WD,P,WD,P
Q670,08/01/2007 12:00:00 AM,10/03/2007 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,UPF,WD,UPF,P,WD,P,WD,WD,P,P,P,WD,WD,UPF,WD,WD,WD,No Data,WD,WD,WD,O,WD,O,WD,WD,WD,UPF,P,P,UPF,P,P,WD,P
K068,08/01/2007 12:00:00 AM,10/04/2007 12:00:00 AM,P,P,P,P,P,UPF,P,P,P,WD,P,P,P,P,UPF,P,P,P,P,P,UPF,P,P,WD,No Data,P,WD,P,WD,WD,P,WD,WD,WD,WD,P,P,P,P,P,WD,P
K206,08/01/2007 12:00:00 AM,10/04/2007 12:00:00 AM,WD,O,O,O,O,O,WD,WD,WD,O,O,O,O,WD,WD,WD,WD,O,O,O,O,O,O,O,No Data,O,WD,O,O,O,O,O,O,O,O,WD,O,O,O,WD,WD,WD
Q074,08/01/2007 12:00:00 AM,10/04/2007 12:00:00 AM,WD,O,WD,WD,WD,WD,WD,O,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,O,O,No Data,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,O,WD
Q130,08/01/2007 12:00:00 AM,10/04/2007 12:00:00 AM,P,P,WD,WD,UPF,P,P,UPF,P,UPF,P,WD,UPF,P,WD,WD,P,P,WD,WD,WD,P,O,WD,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,P,P,P,P,P,UPF,P,P
Q221,08/01/2007 12:00:00 AM,10/04/2007 12:00:00 AM,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,O,O,WD,O,WD,No Data,WD,WD,O,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
Q242,08/01/2007 12:00:00 AM,10/04/2007 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,O,WD,WD,WD,O,O,O,O,O,O,O,No Data,O,O,O,O,O,O,O,O,O,WD,WD,O,WD,WD,WD,WD,WD
Q272,08/01/2007 12:00:00 AM,10/04/2007 12:00:00 AM,P,P,WD,WD,P,WD,P,P,P,P,WD,WD,P,WD,P,P,P,WD,WD,P,P,WD,WD,WD,No Data,WD,P,P,P,WD,WD,P,P,P,P,P,P,P,P,P,WD,P
Q494,08/01/2007 12:00:00 AM,10/04/2007 12:00:00 AM,P,WD,P,P,UPF,P,P,P,P,P,P,P,P,P,WD,P,P,P,WD,P,UPF,WD,WD,UPF,No Data,P,WD,UPF,P,WD,P,UPF,WD,P,UPF,P,P,P,P,P,P,P
Q496,08/01/2007 12:00:00 AM,10/04/2007 12:00:00 AM,P,P,P,P,UPF,UPF,P,UPF,P,UPF,WD,WD,P,WD,UPF,P,P,P,P,UPF,UPF,P,WD,WD,No Data,P,P,P,P,P,WD,UPF,P,P,P,UPF,P,P,P,P,WD,P
Q680,08/01/2007 12:00:00 AM,10/05/2007 12:00:00 AM,P,WD,P,P,P,P,P,WD,P,WD,P,WD,WD,WD,P,WD,WD,P,WD,WD,P,P,WD,WD,No Data,P,WD,P,WD,WD,WD,WD,WD,WD,UPF,P,P,P,P,P,WD,P
K181,08/01/2007 12:00:00 AM,10/09/2007 12:00:00 AM,WD,O,WD,WD,P,WD,UPF,P,P,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD
K187,08/01/2007 12:00:00 AM,10/09/2007 12:00:00 AM,WD,O,O,O,O,O,O,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD
Q031,08/01/2007 12:00:00 AM,10/09/2007 12:00:00 AM,WD,WD,WD,WD,WD,P,P,WD,WD,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,P,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,WD,WD,P,P
Q107,08/01/2007 12:00:00 AM,10/09/2007 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
Q116,08/01/2007 12:00:00 AM,10/09/2007 12:00:00 AM,P,WD,WD,WD,P,P,WD,P,P,P,P,WD,WD,P,P,P,P,WD,WD,P,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,P,P,WD,P
Q129,08/01/2007 12:00:00 AM,10/09/2007 12:00:00 AM,WD,O,O,O,WD,WD,WD,O,WD,WD,O,O,WD,O,O,WD,WD,O,O,O,O,O,O,O,No Data,O,O,WD,O,O,O,O,O,O,P,P,O,WD,O,WD,O,WD
Q160,08/01/2007 12:00:00 AM,10/09/2007 12:00:00 AM,P,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,P,P,P,P,WD,P,P,WD,WD,WD,No Data,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD
Q161,08/01/2007 12:00:00 AM,10/09/2007 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,O,O,O,O,O,O,O,O,WD,WD,WD,WD,WD,WD,WD,WD
Q172,08/01/2007 12:00:00 AM,10/09/2007 12:00:00 AM,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,O,O,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,P,P,WD,P,WD,P
